11:21:05 0
11:21:05 0
11:21:06 0
11:21:06 0
11:21:07 0
11:21:07 0
11:21:08 0
11:21:08 0
11:21:09 0
11:21:09 0
11:21:10 0
11:21:10 116855
11:21:11 304069
11:21:11 331473
11:21:12 344043
11:21:12 351628
11:21:13 351374
11:21:13 366142
11:21:14 366431
11:21:14 369874
11:21:15 375239
11:21:15 374284
11:21:16 378344
11:21:16 377170
11:21:17 375311
11:21:17 377533
11:21:18 375222
11:21:18 373952
11:21:19 375513
11:21:19 373783
11:21:20 371737
11:21:20 367863
11:21:21 368554
11:21:21 368962
11:21:22 371739
11:21:22 367330
11:21:23 365620
11:21:23 360656
11:21:24 356488
11:21:24 348938
11:21:25 354444
11:21:25 351084
11:21:26 348334
11:21:26 350353
11:21:27 346191
11:21:27 343346
11:21:28 343747
11:21:28 346637
11:21:29 345501
11:21:29 345807
11:21:30 343335
11:21:30 339845
11:21:31 331659
11:21:31 333086
11:21:32 325670
11:21:32 326532
11:21:33 319452
11:21:33 323832
11:21:34 314238
11:21:34 313477
11:21:35 314442
11:21:35 312755
11:21:36 303370
11:21:36 314881
11:21:37 309775
11:21:37 308455
11:21:38 307737
11:21:38 313352
11:21:39 303337
11:21:39 314232
11:21:40 314853
11:21:40 315254
11:21:41 319591
11:21:41 314723
11:21:42 318704
11:21:42 316824
11:21:43 316206
11:21:43 314448
11:21:44 320181
11:21:44 317663
11:21:45 320962
11:21:45 321619
11:21:46 317668
11:21:46 315095
11:21:47 322275
11:21:47 317061
11:21:48 316549
11:21:48 319710
11:21:49 320585
11:21:49 329114
11:21:50 330836
11:21:50 327254
11:21:51 334503
11:21:51 336146
11:21:52 327829
11:21:52 337581
11:21:53 333909
11:21:53 328354
11:21:54 329479
11:21:54 325828
11:21:55 321297
11:21:55 324047
11:21:56 319722
11:21:56 320966
11:21:57 328248
11:21:57 314214
11:21:58 318949
11:21:58 319536
11:21:59 324325
11:21:59 318483
11:22:00 321793
11:22:00 316922
11:22:01 311392
11:22:01 304422
11:22:02 294660
11:22:02 282542
11:22:03 275172
11:22:03 265084
11:22:04 258662
11:22:04 255303
11:22:05 257471
11:22:05 274822
11:22:06 286701
11:22:06 284913
11:22:07 266030
11:22:07 279029
11:22:08 287246
11:22:08 280392
11:22:09 269905
11:22:09 280326
11:22:10 287177
11:22:10 267045
11:22:11 265496
11:22:11 280912
11:22:12 271148
11:22:12 274805
11:22:13 284662
11:22:13 282180
11:22:14 276129
11:22:14 286179
11:22:15 269339
11:22:15 250094
11:22:16 246756
11:22:16 237921
11:22:17 233111
11:22:17 209031
11:22:18 183385
11:22:18 180873
11:22:19 161406
11:22:19 153873
11:22:20 129484
11:22:20 107095
11:22:21 96635
11:22:21 85804
11:22:22 95972
11:22:22 96335
11:22:23 78735
11:22:23 55364
11:22:24 58775
11:22:24 62329
11:22:25 61493
11:22:25 44994
11:22:26 32010
11:22:26 31814
11:22:27 0
11:22:27 0
11:22:28 0
11:22:28 0
11:22:29 0
11:22:29 0
11:22:30 0
11:22:30 0
11:22:31 0
11:22:31 0
11:22:32 0
11:22:32 0
11:22:33 0
11:22:33 0
11:22:34 0
11:22:34 0
11:22:35 0
11:22:35 0
11:22:36 0
11:22:36 0
11:22:37 0
11:22:37 0
11:22:38 0
11:22:38 0
11:22:39 0
11:22:39 0
11:22:40 0
11:22:40 0
11:22:41 0
11:22:41 0
11:22:42 0
11:22:42 0
11:22:43 0
11:22:43 0
11:22:44 0
11:22:44 0
11:22:45 0
11:22:45 0
11:22:46 0
