299886,617292 31447697 150136 10000 10000
299882,708672 31597788 150091 10000 10000
299874,889245 31747921 150133 20000 10007
299867,069714 31898056 150135 20000 19967
299859,252891 32048139 150083 20000 20000
299851,433568 32198270 150131 20000 20000
299843,613776 32348410 150140 20000 20000
299835,794141 32498547 150137 20000 20000
299827,977891 32648619 150072 20000 20000
299820,160443 32798714 150095 20000 20000
299812,340443 32948858 150144 20000 20000
299804,520807 33098995 150137 20000 20000
299796,703099 33249095 150100 20000 20000
299788,883307 33399235 150140 20000 20000
299781,063724 33549371 150136 20000 20000
299773,243151 33699526 150155 20000 20000
299765,423099 33849671 150145 20000 20000
299757,603464 33999808 150137 20000 20000
299749,783932 34149943 150135 20000 20000
299741,966589 34300036 150093 20000 20000
299734,145807 34450195 150159 20000 20000
299726,325807 34600339 150144 20000 20000
299718,505495 34750489 150150 20000 20000
299710,685807 34900627 150138 20000 20000
299702,869349 35050703 150076 20000 20000
299695,049609 35200842 150139 20000 20000
299687,230078 35350977 150135 20000 20000
299679,410495 35501113 150136 20000 20000
299671,590964 35651248 150135 20000 20000
299663,773984 35801334 150086 20000 20000
299655,956953 35951421 150087 20000 20000
299648,137578 36101553 150132 20000 20000
299640,318151 36251686 150133 20000 20000
299632,498464 36401824 150138 20000 20000
299624,677630 36551984 150160 20000 20000
299616,857370 36702133 150149 20000 20000
299609,037630 36852272 150139 20000 20000
299601,217839 37002412 150140 20000 20000
299593,396693 37152578 150166 20000 20000
299585,579089 37302676 150098 20000 20000
299577,760911 37452785 150109 20000 20000
299569,941432 37602919 150134 20000 20000
299562,121797 37753056 150137 20000 20000
299554,301849 37903199 150143 20000 20000
299546,484609 38053290 150091 20000 20000
299538,665859 38203410 150120 20000 20000
299530,845286 38353565 150155 20000 20000
299523,024349 38503727 150162 20000 20000
299515,203203 38653893 150166 20000 20000
299507,385807 38803987 150094 20000 20000
299499,566276 38954122 150135 20000 20000
299491,746745 39104257 150135 20000 20000
299483,927214 39254392 150135 20000 20000
299476,107682 39404527 150135 20000 20000
299468,288099 39554663 150136 20000 20000
299460,468568 39704798 150135 20000 20000
299452,651432 39854887 150089 20000 20000
299444,831901 40005022 150135 20000 20000
299437,012370 40155157 150135 20000 20000
299429,192786 40305293 150136 20000 20000
299421,374557 40455403 150110 20000 20000
299413,557318 40605494 150091 20000 20000
299405,737786 40755629 150135 20000 20000
299397,918307 40905763 150134 20000 20000
299390,098880 41055896 150133 20000 20000
299382,279193 41206034 150138 20000 20000
299374,459609 41356170 150136 20000 20000
299366,640130 41506304 150134 20000 20000
299358,820599 41656439 150135 20000 20000
299351,001068 41806574 150135 20000 20000
299343,181120 41956717 150143 20000 20000
299335,361432 42106855 150138 20000 20000
299327,541432 42256999 150144 20000 20000
299319,721380 42407144 150145 20000 20000
299311,901641 42557283 150139 20000 20000
299304,082057 42707419 150136 20000 20000
299296,261849 42857567 150148 20000 20000
299288,442109 43007706 150139 20000 20000
299280,622526 43157842 150136 20000 20000
299272,802630 43307984 150142 20000 20000
299264,983047 43458120 150136 20000 20000
299257,162943 43608266 150146 20000 20000
299249,342839 43758412 150146 20000 20000
299241,523203 43908549 150137 20000 20000
299233,703151 44058694 150145 20000 20000
299225,882318 44208854 150160 20000 20000
299218,060703 44359029 150175 20000 20000
299210,239557 44509195 150166 20000 20000
299202,418411 44659361 150166 20000 20000
299194,598151 44809510 150149 20000 20000
299186,778464 44959648 150138 20000 20000
299178,958984 45109782 150134 20000 20000
299171,138255 45259940 150158 20000 20000
299163,317057 45410107 150167 20000 20000
299155,495703 45560277 150170 20000 20000
299147,674036 45710453 150176 20000 20000
299139,852630 45860624 150171 20000 20000
299132,032161 46010777 150153 20000 20000
299124,211068 46160942 150165 20000 20000
299116,389714 46311112 150170 20000 20000
299108,568672 46461276 150164 20000 20000
299100,748568 46611422 150146 20000 20000
299092,928984 46761558 150136 20000 20000
299085,109401 46911694 150136 20000 20000
299077,289870 47061829 150135 20000 20000
299069,470286 47211965 150136 20000 20000
299061,650703 47362101 150136 20000 20000
299053,831120 47512237 150136 20000 20000
299046,011120 47662381 150144 20000 20000
299038,191120 47812525 150144 20000 20000
299030,370234 47962686 150161 20000 20000
299022,551068 48112814 150128 20000 20000
299014,729766 48262983 150169 20000 20000
299006,908568 48413150 150167 20000 20000
298999,087161 48563321 150171 20000 20000
298991,266172 48713484 150163 20000 20000
298983,444557 48863659 150175 20000 20000
298975,622891 49013835 150176 20000 20000
298967,801120 49164013 150178 20000 20000
298959,980078 49314177 150164 20000 20000
298952,156745 49464385 150208 20000 20000
298944,335182 49614559 150174 20000 20000
298936,515182 49764703 150144 20000 20000
298928,695130 49914848 150145 20000 20000
298920,875495 50064985 150137 20000 20000
298913,056068 50215118 150133 20000 20000
298905,236589 50365252 150134 20000 20000
298897,417005 50515388 150136 20000 20000
298889,597422 50665524 150136 20000 20000
298881,777995 50815657 150133 20000 20000
298873,958464 50965792 150135 20000 20000
298866,138932 51115927 150135 20000 20000
298858,319349 51266063 150136 20000 20000
298850,499557 51416203 150140 20000 20000
298842,679505 51566348 150145 20000 20000
298834,858516 51716511 150163 20000 20000
298827,038828 51866649 150138 20000 20000
298819,218984 52016790 150141 20000 20000
298811,399349 52166927 150137 20000 20000
298803,579818 52317062 150135 20000 20000
298795,760339 52467196 150134 20000 20000
298787,940703 52617333 150137 20000 20000
298780,121120 52767469 150136 20000 20000
298772,301589 52917604 150135 20000 20000
298764,483568 53067710 150106 20000 20000
298756,666068 53217806 150096 20000 20000
298748,846589 53367940 150134 20000 20000
298741,026953 53518077 150137 20000 20000
298733,207005 53668220 150143 20000 20000
298725,387370 53818357 150137 20000 20000
298713,658151 53968491 150134 30000 20004
298701,929010 54118624 150133 30000 30000
298690,199870 54268757 150133 30000 30000
298678,469948 54418900 150143 30000 30000
298666,739792 54569046 150146 30000 30000
298655,008854 54719202 150156 30000 30000
298643,278307 54869353 150151 30000 30000
298631,548229 55019498 150145 30000 30000
298619,818698 55169636 150138 30000 30000
298608,088932 55319777 150141 30000 30000
298596,357760 55469936 150159 30000 30000
298584,631120 55620037 150101 30000 30000
298572,899792 55770198 150161 30000 30000
298561,166823 55920380 150182 30000 30000
298549,434245 56070557 150177 30000 30000
298537,703385 56220712 150155 30000 30000
298525,973385 56370856 150144 30000 30000
298514,243307 56521001 150145 30000 30000
298502,513854 56671138 150137 30000 30000
298490,784635 56821272 150134 30000 30000
298479,058776 56971363 150091 30000 30000
298467,329557 57121497 150134 30000 30000
298455,600339 57271631 150134 30000 30000
298443,871042 57421766 150135 30000 30000
298432,141510 57571904 150138 30000 30000
298420,412292 57722038 150134 30000 30000
298408,682917 57872174 150136 30000 30000
298396,953542 58022310 150136 30000 30000
298385,224245 58172445 150135 30000 30000
298373,494870 58322581 150136 30000 30000
298361,767214 58472695 150114 30000 30000
298350,037995 58622829 150134 30000 30000
298338,308776 58772963 150134 30000 30000
298326,579401 58923099 150136 30000 30000
298314,850104 59073234 150135 30000 30000
298303,120807 59223369 150135 30000 30000
298291,391276 59373507 150138 30000 30000
298279,661354 59523650 150143 30000 30000
298267,931979 59673786 150136 30000 30000
298256,202760 59823920 150134 30000 30000
298244,473073 59974060 150140 30000 30000
298232,744557 60124185 150125 30000 30000
298221,012760 60274352 150167 30000 30000
298209,280729 60424522 150170 30000 30000
298197,548698 60574692 150170 30000 30000
298185,816198 60724868 150176 30000 30000
298174,084245 60875037 150169 30000 30000
298162,352057 61025209 150172 30000 30000
298150,619557 61175385 150176 30000 30000
298138,886901 61325563 150178 30000 30000
298127,155260 61475728 150165 30000 30000
298115,424010 61625888 150160 30000 30000
298103,693151 61776043 150155 30000 30000
298091,962995 61926189 150146 30000 30000
298080,230495 62076365 150176 30000 30000
298068,503932 62226465 150100 30000 30000
298056,771979 62376634 150169 30000 30000
298045,039479 62526810 150176 30000 30000
298033,309479 62676954 150144 30000 30000
298021,580182 62827089 150135 30000 30000
298009,850885 62977224 150135 30000 30000
297998,126120 63127301 150077 30000 30000
297986,396120 63277445 150144 30000 30000
297974,666745 63427581 150136 30000 30000
297962,937448 63577716 150135 30000 30000
297951,211901 63727803 150087 30000 30000
297939,481510 63877952 150149 30000 30000
297927,750339 64028111 150159 30000 30000
297916,018385 64178280 150169 30000 30000
297904,286901 64328443 150163 30000 30000
297892,556198 64478596 150153 30000 30000
297880,827995 64628717 150121 30000 30000
297869,096510 64778880 150163 30000 30000
297857,365339 64929039 150159 30000 30000
297845,633854 65079202 150163 30000 30000
297833,908464 65229287 150085 30000 30000
297822,177917 65379438 150151 30000 30000
297810,447839 65529583 150145 30000 30000
297798,718385 65679720 150137 30000 30000
297786,988776 65829859 150139 30000 30000
297775,257057 65980025 150166 30000 30000
297763,525339 66130191 150166 30000 30000
297751,792604 66280370 150179 30000 30000
297740,057370 66430581 150211 30000 30000
297728,325260 66580752 150171 30000 30000
297716,598307 66730857 150105 30000 30000
297704,867526 66881011 150154 30000 30000
297693,142214 67031095 150084 30000 30000
297681,413151 67181227 150132 30000 30000
297669,683854 67331362 150135 30000 30000
297657,954635 67481496 150134 30000 30000
297646,225417 67631630 150134 30000 30000
297634,498776 67781731 150101 30000 30000
297622,769010 67931872 150141 30000 30000
297611,037057 68082041 150169 30000 30000
297599,306120 68232197 150156 30000 30000
297587,576589 68382335 150138 30000 30000
297575,847214 68532471 150136 30000 30000
297564,117917 68682606 150135 30000 30000
297552,388620 68832741 150135 30000 30000
297540,658854 68982882 150141 30000 30000
297528,933307 69132969 150087 30000 30000
297517,206276 69283075 150106 30000 30000
297505,475964 69433223 150148 30000 30000
297493,746510 69583360 150137 30000 30000
297482,017057 69733497 150137 30000 30000
297470,285964 69883655 150158 30000 30000
297458,559323 70033756 150101 30000 30000
297446,828464 70183911 150155 30000 30000
297435,096979 70334074 150163 30000 30000
297423,364870 70484245 150171 30000 30000
297411,637839 70634351 150106 30000 30000
297399,906979 70784506 150155 30000 30000
297388,177370 70934645 150139 30000 30000
297376,446276 71084803 150158 30000 30000
297364,716432 71234945 150142 30000 30000
297352,984635 71385112 150167 30000 30000
297341,252839 71535279 150167 30000 30000
297329,521667 71685438 150159 30000 30000
297317,792135 71835576 150138 30000 30000
297306,062448 71985716 150140 30000 30000
297294,333073 72135852 150136 30000 30000
297282,602682 72286001 150149 30000 30000
297270,871120 72436165 150164 30000 30000
297259,139089 72586335 150170 30000 30000
297247,408229 72736490 150155 30000 30000
297235,678229 72886634 150144 30000 30000
297223,946589 73036799 150165 30000 30000
297212,214167 73186974 150175 30000 30000
297200,482604 73337138 150164 30000 30000
297188,750885 73487304 150166 30000 30000
297177,019557 73637465 150161 30000 30000
297165,289635 73787608 150143 30000 30000
297153,558542 73937766 150158 30000 30000
297141,828073 74087916 150150 30000 30000
297130,096823 74238076 150160 30000 30000
297118,365026 74388243 150167 30000 30000
297106,633385 74538408 150165 30000 30000
297094,901432 74688577 150169 30000 30000
297083,170885 74838728 150151 30000 30000
297071,440807 74988873 150145 30000 30000
297059,711354 75139010 150137 30000 30000
297047,981979 75289146 150136 30000 30000
297036,250651 75439307 150161 30000 30000
297024,518542 75589478 150171 30000 30000
297012,788698 75739620 150142 30000 30000
297001,059323 75889756 150136 30000 30000
296989,329948 76039892 150136 30000 30000
296977,600651 76190027 150135 30000 30000
296965,874948 76340116 150089 30000 30000
296954,145417 76490254 150138 30000 30000
296942,416042 76640390 150136 30000 30000
296930,686745 76790525 150135 30000 30000
296918,957370 76940661 150136 30000 30000
296907,227995 77090797 150136 30000 30000
296895,502448 77240884 150087 30000 30000
296883,773307 77391017 150133 30000 30000
296872,042214 77541175 150158 30000 30000
296860,310729 77691338 150163 30000 30000
296848,580885 77841480 150142 30000 30000
296836,851432 77991617 150137 30000 30000
296825,124089 78141727 150110 30000 30000
296813,394714 78291863 150136 30000 30000
296801,665260 78442000 150137 30000 30000
296789,935339 78592143 150143 30000 30000
296778,205964 78742279 150136 30000 30000
296766,478542 78892390 150111 30000 30000
296754,749089 79042527 150137 30000 30000
296743,019635 79192664 150137 30000 30000
296731,290260 79342800 150136 30000 30000
296719,560964 79492935 150135 30000 30000
296707,831276 79643075 150140 30000 30000
296696,102057 79793209 150134 30000 30000
296684,372760 79943344 150135 30000 30000
296672,643385 80093480 150136 30000 30000
296660,914167 80243614 150134 30000 30000
296649,184948 80393748 150134 30000 30000
296637,455026 80543891 150143 30000 30000
296625,724401 80694043 150152 30000 30000
296613,994635 80844184 150141 30000 30000
296602,263307 80994345 150161 30000 30000
296590,537604 81144434 150089 30000 30000
296578,807057 81294585 150151 30000 30000
296567,074557 81444761 150176 30000 30000
296555,341979 81594938 150177 30000 30000
296543,615495 81745037 150099 30000 30000
296531,886198 81895172 150135 30000 30000
296520,156276 82045315 150143 30000 30000
296508,426823 82195452 150137 30000 30000
296496,697526 82345587 150135 30000 30000
296484,967839 82495727 150140 30000 30000
296473,237995 82645869 150142 30000 30000
296461,508776 82796003 150134 30000 30000
296449,779479 82946138 150135 30000 30000
296438,050260 83096272 150134 30000 30000
296426,320339 83246415 150143 30000 30000
296414,590885 83396552 150137 30000 30000
296402,860417 83546702 150150 30000 30000
296391,131042 83696838 150136 30000 30000
296379,401667 83846974 150136 30000 30000
296367,672292 83997110 150136 30000 30000
296355,942917 84147246 150136 30000 30000
296344,217448 84297332 150086 30000 30000
296332,485417 84447502 150170 30000 30000
296320,753307 84597673 150171 30000 30000
296309,023307 84747817 150144 30000 30000
296297,294089 84897951 150134 30000 30000
296285,564870 85048085 150134 30000 30000
296273,834401 85198235 150150 30000 30000
296262,104635 85348376 150141 30000 30000
296250,374792 85498518 150142 30000 30000
296238,643776 85648675 150157 30000 30000
296226,912839 85798831 150156 30000 30000
296215,181589 85948991 150160 30000 30000
296203,451901 86099131 150140 30000 30000
296191,722526 86249267 150136 30000 30000
296179,992995 86399405 150138 30000 30000
296168,262995 86549549 150144 30000 30000
296156,533620 86699685 150136 30000 30000
296144,804323 86849820 150135 30000 30000
296133,074167 86999966 150146 30000 30000
296121,344557 87150105 150139 30000 30000
296109,614557 87300249 150144 30000 30000
296097,884948 87450388 150139 30000 30000
296086,153542 87600550 150162 30000 30000
296074,422917 87750702 150152 30000 30000
296062,693385 87900840 150138 30000 30000
296050,967760 88050928 150088 30000 30000
296039,238698 88201060 150132 30000 30000
296027,509323 88351196 150136 30000 30000
296015,779948 88501332 150136 30000 30000
296004,048464 88651495 150163 30000 30000
295992,316745 88801661 150166 30000 30000
295980,591276 88951747 150086 30000 30000
295968,860807 89101897 150150 30000 30000
295957,129635 89252056 150159 30000 30000
295945,401589 89402175 150119 30000 30000
295933,671510 89552320 150145 30000 30000
295921,941901 89702459 150139 30000 30000
295910,212448 89852596 150137 30000 30000
295898,482917 90002734 150138 30000 30000
295886,753620 90152869 150135 30000 30000
295875,024245 90303005 150136 30000 30000
295863,293229 90453162 150157 30000 30000
295851,561589 90603327 150165 30000 30000
295839,830807 90753481 150154 30000 30000
295828,101510 90903616 150135 30000 30000
295816,372370 91053749 150133 30000 30000
295804,643073 91203884 150135 30000 30000
295792,912839 91354031 150147 30000 30000
295781,181120 91504197 150166 30000 30000
295769,448229 91654378 150181 30000 30000
295757,717135 91804536 150158 30000 30000
295745,987448 91954676 150140 30000 30000
295734,257917 92104814 150138 30000 30000
295722,528229 92254954 150140 30000 30000
295710,800260 92405072 150118 30000 30000
295699,070964 92555207 150135 30000 30000
295687,341667 92705342 150135 30000 30000
295675,612370 92855477 150135 30000 30000
295663,882917 93005614 150137 30000 30000
295652,151120 93155781 150167 30000 30000
295640,418932 93305953 150172 30000 30000
295628,686823 93456124 150171 30000 30000
295616,954635 93606296 150172 30000 30000
295605,224479 93756442 150146 30000 30000
295593,494010 93906592 150150 30000 30000
295581,765182 94056721 150129 30000 30000
295570,033307 94206889 150168 30000 30000
295558,300573 94357068 150179 30000 30000
295546,568542 94507238 150170 30000 30000
295534,836354 94657410 150172 30000 30000
295523,105495 94807565 150155 30000 30000
295511,375495 94957709 150144 30000 30000
295499,644245 95107869 150160 30000 30000
295487,911354 95258050 150181 30000 30000
295476,179323 95408220 150170 30000 30000
295464,446510 95558400 150180 30000 30000
295452,712604 95708594 150194 30000 30000
295440,983229 95858730 150136 30000 30000
295429,253932 96008865 150135 30000 30000
295417,524401 96159003 150138 30000 30000
295405,794870 96309141 150138 30000 30000
295394,065495 96459277 150136 30000 30000
295382,336120 96609413 150136 30000 30000
295370,606901 96759547 150134 30000 30000
295358,876745 96909693 150146 30000 30000
295347,147292 97059830 150137 30000 30000
295335,417917 97209966 150136 30000 30000
295323,687135 97360120 150154 30000 30000
295311,956901 97510267 150147 30000 30000
295300,227292 97660406 150139 30000 30000
295288,497995 97810541 150135 30000 30000
295276,768776 97960675 150134 30000 30000
295265,039479 98110810 150135 30000 30000
295253,310182 98260945 150135 30000 30000
295241,580260 98411088 150143 30000 30000
295229,849948 98561236 150148 30000 30000
295218,119948 98711380 150144 30000 30000
295206,389870 98861525 150145 30000 30000
295194,659635 99011672 150147 30000 30000
295182,927760 99161840 150168 30000 30000
295171,195885 99312008 150168 30000 30000
295159,463620 99462181 150173 30000 30000
295147,729401 99612379 150198 30000 30000
295135,998542 99762534 150155 30000 30000
295124,268854 99912674 150140 30000 30000
295112,539479 100062810 150136 30000 30000
295100,810026 100212947 150137 30000 30000
295089,080339 100363087 150140 30000 30000
295077,350495 100513229 150142 30000 30000
295065,620729 100663370 150141 30000 30000
295053,891354 100813506 150136 30000 30000
295042,162057 100963641 150135 30000 30000
295030,431979 101113786 150145 30000 30000
295018,701901 101263931 150145 30000 30000
295006,971120 101414085 150154 30000 30000
294995,239401 101564251 150166 30000 30000
294983,510885 101714376 150125 30000 30000
294971,779635 101864536 150160 30000 30000
294960,048151 102014699 150163 30000 30000
294948,315807 102164873 150174 30000 30000
294936,583776 102315043 150170 30000 30000
294924,851354 102465218 150175 30000 30000
294913,119323 102615388 150170 30000 30000
294901,386901 102765563 150175 30000 30000
294889,656745 102915709 150146 30000 30000
294877,926354 103065858 150149 30000 30000
294866,195807 103216009 150151 30000 30000
294854,465026 103366163 150154 30000 30000
294842,732760 103516336 150173 30000 30000
294830,998698 103666532 150196 30000 30000
294819,267682 103816689 150157 30000 30000
294807,537682 103966833 150144 30000 30000
294795,807448 104116980 150147 30000 30000
294784,077214 104267127 150147 30000 30000
294772,345807 104417289 150162 30000 30000
294760,613307 104567465 150176 30000 30000
294748,881510 104717632 150167 30000 30000
294737,149792 104867798 150166 30000 30000
294725,418229 105017962 150164 30000 30000
294713,686667 105168126 150164 30000 30000
294701,954401 105318299 150173 30000 30000
294690,221745 105468477 150178 30000 30000
294678,489245 105618653 150176 30000 30000
294666,758464 105768807 150154 30000 30000
294655,028385 105918952 150145 30000 30000
294643,296510 106069120 150168 30000 30000
294631,564948 106219284 150164 30000 30000
294619,834635 106369432 150148 30000 30000
294608,105182 106519569 150137 30000 30000
294596,375729 106669706 150137 30000 30000
294584,646354 106819842 150136 30000 30000
294572,914635 106970008 150166 30000 30000
294561,182682 107120177 150169 30000 30000
294549,451354 107270338 150161 30000 30000
294537,719323 107420508 150170 30000 30000
294525,987135 107570680 150172 30000 30000
294514,255026 107720851 150171 30000 30000
294502,523229 107871018 150167 30000 30000
294490,792057 108021177 150159 30000 30000
294479,060885 108171336 150159 30000 30000
294467,331120 108321477 150141 30000 30000
294455,601354 108471618 150141 30000 30000
294443,871276 108621763 150145 30000 30000
294432,141901 108771899 150136 30000 30000
294420,412604 108922034 150135 30000 30000
294408,682682 109072177 150143 30000 30000
294396,951589 109222335 150158 30000 30000
294385,219089 109372511 150176 30000 30000
294373,486979 109522682 150171 30000 30000
294361,759635 109672792 150110 30000 30000
294350,029323 109822940 150148 30000 30000
294338,298385 109973096 150156 30000 30000
294326,562135 110123320 150224 30000 30000
294314,830495 110273485 150165 30000 30000
294303,100573 110423628 150143 30000 30000
294291,370885 110573768 150140 30000 30000
294279,641432 110723905 150137 30000 30000
294267,912057 110874041 150136 30000 30000
294256,182682 111024177 150136 30000 30000
294244,453385 111174312 150135 30000 30000
294232,724010 111324448 150136 30000 30000
294220,994635 111474584 150136 30000 30000
294209,265339 111624719 150135 30000 30000
294197,535964 111774855 150136 30000 30000
294185,806510 111924992 150137 30000 30000
294174,077682 112075121 150129 30000 30000
294162,346198 112225284 150163 30000 30000
294150,613776 112375459 150175 30000 30000
294138,881667 112525630 150171 30000 30000
294127,150339 112675791 150161 30000 30000
294115,421901 112825915 150124 30000 30000
294103,692448 112976052 150137 30000 30000
294091,961823 113126204 150152 30000 30000
294080,231120 113276357 150153 30000 30000
294068,499401 113426523 150166 30000 30000
294056,767370 113576693 150170 30000 30000
294045,036901 113726843 150150 30000 30000
294033,306589 113876991 150148 30000 30000
294021,576589 114027135 150144 30000 30000
294009,846667 114177278 150143 30000 30000
293998,117135 114327416 150138 30000 30000
293986,389010 114477536 150120 30000 30000
293974,657370 114627701 150165 30000 30000
293962,924714 114777879 150178 30000 30000
293951,196432 114928001 150122 30000 30000
293939,464401 115078171 150170 30000 30000
293927,732995 115228333 150162 30000 30000
293915,998854 115378530 150197 30000 30000
293904,266901 115528699 150169 30000 30000
293892,534870 115678869 150170 30000 30000
293880,804167 115829022 150153 30000 30000
293869,072370 115979189 150167 30000 30000
293857,340495 116129357 150168 30000 30000
293845,613385 116279464 150107 30000 30000
293833,881354 116429634 150170 30000 30000
293822,148854 116579810 150176 30000 30000
293810,418620 116729957 150147 30000 30000
293798,689245 116880093 150136 30000 30000
293786,959792 117030230 150137 30000 30000
293775,230417 117180366 150136 30000 30000
293763,500807 117330505 150139 30000 30000
293751,771042 117480646 150141 30000 30000
293740,041432 117630785 150139 30000 30000
293728,313776 117780899 150114 30000 30000
293716,583073 117931052 150153 30000 30000
293704,853620 118081189 150137 30000 30000
293693,126432 118231297 150108 30000 30000
293681,395104 118381458 150161 30000 30000
293669,663385 118531624 150166 30000 30000
293657,931432 118681793 150169 30000 30000
293646,201667 118831934 150141 30000 30000
293634,472370 118982069 150135 30000 30000
293622,741432 119132225 150156 30000 30000
293611,012292 119282358 150133 30000 30000
293599,282214 119432503 150145 30000 30000
293587,552839 119582639 150136 30000 30000
293575,822370 119732789 150150 30000 30000
293564,090964 119882951 150162 30000 30000
293552,361589 120033087 150136 30000 30000
293540,629714 120183255 150168 30000 30000
293528,898229 120333418 150163 30000 30000
293517,167604 120483570 150152 30000 30000
293505,436432 120633729 150159 30000 30000
293493,704792 120783894 150165 30000 30000
293481,972448 120934068 150174 30000 30000
293470,239792 121084246 150178 30000 30000
293458,512057 121234361 150115 30000 30000
293446,779948 121384532 150171 30000 30000
293435,048385 121534696 150164 30000 30000
293423,316823 121684860 150164 30000 30000
293411,585651 121835019 150159 30000 30000
293399,855260 121985168 150149 30000 30000
293388,129089 122135263 150095 30000 30000
293376,398464 122285415 150152 30000 30000
293364,669635 122435544 150129 30000 30000
293352,936901 122585723 150179 30000 30000
293341,209167 122735838 150115 30000 30000
293329,479401 122885979 150141 30000 30000
293317,753073 123036076 150097 30000 30000
293306,023229 123186218 150142 30000 30000
293294,293698 123336356 150138 30000 30000
293282,564323 123486492 150136 30000 30000
293270,834792 123636630 150138 30000 30000
293259,103229 123786794 150164 30000 30000
293247,371510 123936960 150166 30000 30000
293235,638698 124087140 150180 30000 30000
293223,910417 124237262 150122 30000 30000
293212,176042 124387462 150200 30000 30000
293200,443854 124537634 150172 30000 30000
293188,711589 124687807 150173 30000 30000
293176,979245 124837981 150174 30000 30000
293165,247370 124988149 150168 30000 30000
293153,515026 125138323 150174 30000 30000
293141,786589 125288447 150124 30000 30000
293130,054870 125438613 150166 30000 30000
293118,322682 125588785 150172 30000 30000
293106,595182 125738897 150112 30000 30000
293094,864870 125889045 150148 30000 30000
293083,135495 126039181 150136 30000 30000
293071,404401 126189339 150158 30000 30000
293059,673385 126339496 150157 30000 30000
293047,943151 126489643 150147 30000 30000
293036,212682 126639793 150150 30000 30000
293024,482292 126789942 150149 30000 30000
293012,750729 126940106 150164 30000 30000
293001,018776 127090275 150169 30000 30000
292989,286979 127240442 150167 30000 30000
292977,556901 127390587 150145 30000 30000
292965,827526 127540723 150136 30000 30000
292954,097760 127690864 150141 30000 30000
292942,368151 127841003 150139 30000 30000
292930,638464 127991143 150140 30000 30000
292918,908151 128141291 150148 30000 30000
292907,177292 128291446 150155 30000 30000
292895,445339 128441615 150169 30000 30000
292883,713151 128591787 150172 30000 30000
292871,982995 128741933 150146 30000 30000
292860,253620 128892069 150136 30000 30000
292848,522682 129042225 150156 30000 30000
292836,790729 129192394 150169 30000 30000
292825,058151 129342571 150177 30000 30000
292813,325729 129492746 150175 30000 30000
292801,593854 129642914 150168 30000 30000
292789,861120 129793093 150179 30000 30000
292778,132839 129943215 150122 30000 30000
292766,402760 130093360 150145 30000 30000
292754,673385 130243496 150136 30000 30000
292742,944167 130393630 150134 30000 30000
292731,214792 130543766 150136 30000 30000
292719,485495 130693901 150135 30000 30000
292707,756354 130844034 150133 30000 30000
292696,026979 130994170 150136 30000 30000
292684,297682 131144305 150135 30000 30000
292672,570964 131294407 150102 30000 30000
292660,841823 131444540 150133 30000 30000
292649,112526 131594675 150135 30000 30000
292637,383385 131744808 150133 30000 30000
292625,654010 131894944 150136 30000 30000
292613,924714 132045079 150135 30000 30000
292602,195260 132195216 150137 30000 30000
292590,465807 132345353 150137 30000 30000
